client_id,type_id,amount,dttm
49,0,158.4292784892518,2019-09-09 13:10:52
58,1,645.1777992313972,2020-01-28 04:06:56
14,3,950.0232111999303,2019-11-13 04:19:01
95,3,300.52647959018265,2020-09-05 09:51:21
31,0,579.3870155864978,2019-06-05 16:23:50
64,0,165.11738093451697,2020-05-16 15:03:23
32,2,792.5770530833518,2019-07-08 22:25:21
93,3,910.821991707724,2019-04-12 13:22:20
5,0,253.6976622691255,2019-12-14 05:29:05
46,3,95.12201161184008,2020-06-03 00:18:58
20,0,580.7997188274053,2020-09-26 22:21:15
40,3,778.8228451071052,2020-04-08 07:43:43
54,3,58.61192396772004,2019-10-17 23:54:57
71,0,702.2419289613978,2019-10-13 04:18:54
74,4,469.9510317921253,2020-10-09 17:50:18
88,0,107.96689528502031,2019-06-20 10:13:20
86,3,261.54013916933377,2020-06-15 19:39:32
35,1,21.204293063393127,2019-12-21 01:04:50
37,2,430.52973139310967,2019-06-20 17:03:56
73,3,921.5554588506097,2020-05-11 19:01:19
15,2,172.014455907855,2020-09-25 02:57:13
85,4,33.92693444556053,2020-03-09 07:25:44
75,1,798.9561875495679,2020-06-10 10:49:41
89,1,22.69152409324449,2019-12-19 15:04:18
23,1,921.4726134893837,2019-03-22 09:54:11
50,2,93.53979768281329,2019-03-08 17:34:41
50,4,454.7521549227319,2019-08-28 16:21:40
6,4,724.0946248207396,2020-09-08 13:42:57
3,1,930.4997546633533,2019-08-24 08:27:14
13,2,932.9075768161684,2020-02-25 02:52:26
32,3,42.05208014450631,2020-05-07 19:39:44
61,4,810.9188983141447,2020-03-02 10:16:10
0,3,716.9143145949284,2020-09-13 16:16:27
8,2,250.9904897605909,2020-04-05 10:47:21
4,3,340.8172335368662,2020-07-11 17:46:32
97,3,164.04177926602557,2019-04-19 12:59:42
12,1,134.18072283447646,2020-04-10 11:41:48
15,3,491.99134328165206,2019-08-13 00:16:24
10,4,300.7656536467598,2019-01-17 19:34:04
30,3,422.3920665764722,2020-08-25 01:54:01
55,1,816.461491872041,2020-09-28 18:36:49
77,0,251.99607037447862,2019-05-03 19:56:31
78,1,81.53649787744475,2020-12-25 06:41:27
9,3,858.3190302949088,2020-07-17 06:36:30
27,4,924.2532044933931,2019-02-28 23:41:06
83,1,888.7668769507023,2019-08-20 14:03:39
39,4,314.12749049386565,2020-07-02 22:13:47
24,3,78.06695719228239,2020-09-05 18:38:01
21,3,889.4650437662991,2019-02-24 11:37:54
42,4,585.1430801809303,2020-05-16 06:00:16
34,1,476.26328047335915,2020-12-23 06:17:46
87,0,125.22749598592576,2019-06-13 01:30:11
1,1,382.5574789113395,2020-06-05 03:56:58
26,0,111.79959423999898,2019-05-03 10:54:53
24,4,30.007613430786666,2019-08-03 01:52:47
62,0,385.81000767302527,2019-02-04 00:43:51
49,3,945.5105133902043,2019-09-11 09:20:53
96,2,277.9046290344686,2019-08-21 04:23:49
14,1,935.0130496207199,2019-10-14 23:39:14
59,4,600.6252499562817,2020-06-04 22:26:50
63,2,322.05821615323435,2019-10-04 05:43:39
59,3,402.83044544121,2019-07-13 12:03:03
29,0,304.17663073662226,2019-03-28 19:47:49
64,1,894.3056209079475,2019-07-13 12:18:05
81,2,369.56952935703544,2019-12-15 07:17:05
91,0,526.4585585978338,2020-05-20 21:56:33
51,1,108.16470511790348,2020-01-19 19:00:50
75,3,217.2994082207462,2020-05-28 03:18:29
2,1,567.403051466468,2020-06-06 00:33:23
43,4,63.11018427312287,2019-02-01 04:36:29
24,3,236.70515785577254,2020-05-15 23:37:43
5,0,627.3163449387027,2019-12-07 14:26:59
98,0,304.52317683980374,2019-12-15 23:46:09
88,4,395.1732735766601,2020-08-27 17:47:45
17,3,340.15000201690646,2020-10-25 12:34:32
64,3,556.7542939509136,2020-05-12 22:56:23
43,2,68.43108739869061,2020-02-08 23:40:43
15,0,5.0072321385131735,2020-03-24 23:20:43
77,4,282.8297642293725,2019-04-13 15:55:39
84,0,94.75732543316727,2019-04-04 07:45:09
90,3,29.993890913236392,2020-08-19 14:19:32
79,1,223.6870507318562,2019-11-10 13:25:43
30,4,510.8510411282694,2019-06-13 10:45:24
39,2,807.9142116107939,2020-08-22 18:41:22
76,2,275.71567171413676,2019-06-09 10:50:59
52,3,784.1589167717622,2020-06-14 20:06:44
22,3,739.6835317347325,2019-09-14 04:57:41
45,4,803.967229649915,2019-09-19 12:38:38
74,2,132.98211373706266,2019-11-25 03:15:31
35,1,106.78151545292202,2019-04-07 06:27:32
28,3,369.9865039373125,2020-08-24 21:27:11
85,4,351.54586711177006,2020-09-15 18:02:34
52,4,561.2234739339212,2019-11-12 23:43:58
45,1,136.09393871348615,2020-12-22 08:27:16
35,2,326.05666181336824,2019-10-25 12:23:22
17,2,452.1492939958327,2020-04-28 21:09:44
70,1,680.5999657705619,2019-09-21 08:17:01
52,2,507.16886505774386,2020-03-02 01:27:42
45,2,906.1705480302059,2019-06-22 16:21:45
50,0,176.297224764784,2020-11-13 23:09:34
71,4,878.4121056118466,2020-01-07 23:54:23
92,0,752.4954241438263,2020-02-07 11:16:56
90,3,736.538984801624,2019-12-16 21:28:00
81,3,246.9162885064602,2019-03-15 07:47:38
30,4,934.4215533746149,2019-10-28 00:05:02
61,1,291.9087860564857,2019-12-23 16:43:02
81,1,354.03371809299784,2020-05-04 12:42:43
13,1,594.5681186696833,2020-09-07 05:35:13
13,1,829.5404758123017,2020-10-13 14:43:16
70,1,605.7537816330291,2020-01-24 10:16:19
59,3,779.7758771292714,2019-08-02 07:19:07
25,2,138.86557212093362,2019-10-02 00:47:49
61,1,140.5529078664196,2020-04-08 22:08:37
28,3,528.8477732645657,2020-02-28 02:51:43
67,1,269.5663006248268,2020-06-16 12:15:34
96,3,713.3126292695035,2020-03-04 15:41:26
79,3,740.6888190612639,2019-09-27 03:59:15
50,0,881.2795686943928,2019-09-20 16:05:50
9,2,93.32164698725467,2019-09-04 17:08:25
91,2,672.5090170670028,2020-06-07 20:20:23
80,2,72.10902352557558,2019-06-24 04:33:45
83,1,867.2256358734628,2020-12-26 14:05:12
67,4,398.2997114814287,2019-05-25 09:49:32
75,2,789.2675844603,2020-03-11 21:48:13
10,1,560.8537578158424,2019-02-06 14:33:06
57,4,317.2490445310881,2019-04-19 01:13:38
92,2,384.56054342873136,2019-09-20 15:23:38
7,0,380.9086025891386,2019-01-10 00:23:10
54,3,938.7354777440119,2019-12-12 18:13:47
46,1,870.4788852863311,2019-12-23 22:53:42
90,2,808.2341629896611,2020-02-26 14:51:42
96,0,800.0116135695009,2020-09-02 13:39:04
58,1,210.85028771888545,2019-02-02 09:50:21
30,3,9.41742004659891,2019-11-23 18:40:16
93,4,450.4882605162203,2020-06-10 08:02:11
21,0,516.0623724180795,2020-05-25 05:47:23
46,4,551.1021433698953,2020-06-15 10:44:05
24,4,659.6589456151071,2020-05-26 04:05:34
9,0,813.5544573412215,2020-07-21 03:47:55
57,1,256.6433886992402,2019-06-13 13:42:19
8,0,559.1645412559137,2020-03-19 11:53:00
68,4,308.9877525008287,2019-10-21 15:24:19
76,4,10.715182145011239,2020-10-08 19:09:24
23,0,615.9395458662515,2019-05-18 20:56:23
25,2,298.64429630258843,2019-03-19 13:26:29
80,2,453.57796475610695,2019-07-04 04:42:46
70,3,35.87605008639518,2019-05-24 12:35:10
97,4,394.11166279109096,2020-10-23 10:48:28
7,4,52.55184136512535,2019-11-28 20:44:27
63,2,654.6806605752025,2020-02-11 02:44:15
37,2,293.7127363796448,2020-09-21 12:45:10
26,4,71.25273267574133,2019-06-23 07:26:34
18,3,263.2618808075096,2019-09-08 22:59:37
38,2,152.01873506476863,2020-08-19 03:07:36
80,2,606.3315827299037,2020-11-08 02:31:40
86,0,248.9126848354833,2020-12-21 14:06:51
38,3,172.4734988071235,2019-01-05 21:41:55
65,0,7.433431050955711,2020-12-20 18:49:42
18,2,886.9118786860884,2019-02-27 18:10:30
71,4,841.0057889510821,2020-05-11 01:04:22
62,3,404.0005988334612,2020-07-13 21:52:52
13,3,10.648691985349943,2019-04-23 11:35:25
31,1,935.1899138263677,2020-12-23 12:21:51
87,1,87.94023388220279,2020-02-06 05:56:56
73,2,87.53356823429053,2020-09-02 00:26:20
57,2,789.3658453222247,2019-08-25 00:20:58
81,1,383.92970316205367,2020-12-06 03:35:20
61,0,683.2156447239571,2020-10-02 08:44:32
79,1,162.780857713978,2019-10-07 10:28:38
48,4,217.3985468473101,2019-02-15 13:06:55
39,2,245.7369794845425,2019-11-14 00:23:33
50,0,529.982323409104,2020-10-06 15:55:59
97,1,716.4705735772453,2019-01-07 00:27:02
27,0,22.614358627593667,2020-02-08 16:50:02
52,3,20.560883994472313,2020-08-22 17:21:52
93,1,513.1443221589599,2020-04-26 06:01:01
17,3,746.253486022883,2019-07-27 23:16:27
90,1,58.61448828797984,2020-09-06 12:31:57
66,0,818.558601516082,2019-10-02 07:14:24
67,4,764.416843693699,2020-01-24 16:29:16
35,0,632.0725083417658,2020-04-09 08:17:12
74,4,792.7708707571497,2019-02-21 20:35:15
90,3,576.0137779104123,2019-09-04 09:44:58
82,1,525.8457465426814,2019-12-11 20:38:13
18,4,826.3123851636651,2019-03-26 05:27:15
42,3,683.0732119910641,2020-04-20 12:43:27
78,4,16.652748816945817,2020-07-24 09:17:51
80,0,159.08479542760804,2019-02-01 04:21:45
38,4,875.9786641322839,2020-02-14 19:08:57
13,1,616.1681417129998,2019-01-08 09:07:26
36,3,579.1197294208006,2020-04-24 19:56:18
74,1,318.6410722157724,2020-05-11 13:06:00
12,4,746.344087836467,2020-11-06 08:36:50
41,0,164.39447737819995,2020-06-10 14:16:43
87,3,411.1167810379338,2019-05-21 04:18:28
32,4,718.7904569268793,2019-11-20 11:28:04
19,1,924.6464656528813,2019-12-28 20:36:10
87,0,88.67738239983923,2019-09-06 22:06:55
4,1,748.017611467735,2020-03-25 17:51:48
30,0,519.5414804423735,2019-11-28 03:25:30
50,1,389.4770698457146,2019-08-22 20:21:54
75,3,763.3456172341545,2019-09-23 11:38:29
77,1,155.90065065279407,2020-04-23 23:55:15
99,0,909.0340569444788,2020-04-05 09:03:54
65,3,277.701147642707,2020-06-04 04:35:02
91,0,100.18973404972239,2019-05-20 03:43:00
14,3,399.09390125452995,2019-02-04 05:57:07
99,4,196.11478104228803,2020-03-06 15:48:06
53,1,791.5888330461811,2020-03-23 13:41:27
75,1,92.10029022942165,2020-07-23 01:09:25
75,2,941.4297787009002,2019-09-03 03:26:21
90,2,135.65964204968867,2020-01-06 08:16:45
31,4,771.5922910692475,2019-08-01 05:32:37
11,1,351.4967456417241,2020-12-09 03:09:27
95,3,372.9058973794036,2019-10-28 05:44:40
96,1,970.7540980914716,2019-08-13 02:47:14
56,3,91.60258284386347,2020-06-05 15:17:19
65,3,863.3992441552172,2019-02-21 22:55:07
41,3,875.2586455432528,2020-06-02 15:14:35
56,1,443.29080086760814,2020-01-15 03:50:49
71,0,392.767781242219,2020-04-26 18:55:44
60,4,665.5191851959744,2019-07-26 02:32:01
13,3,777.5198007256449,2020-07-13 19:07:13
70,2,443.3521792748706,2020-03-12 21:25:16
97,1,469.0101926383386,2020-03-07 02:54:58
65,4,760.5664024877044,2019-10-24 02:07:49
49,2,630.9906264278112,2020-10-17 21:00:34
65,2,160.98508469853311,2019-01-01 02:32:20
98,3,351.7314981263476,2020-11-21 10:08:29
60,2,603.727748788542,2019-05-17 18:34:29
5,2,16.352396063104237,2019-06-08 14:22:59
26,4,932.9838370289112,2019-06-04 05:49:24
9,3,100.75662188953378,2019-03-11 20:18:40
47,0,546.8508402789223,2020-11-16 19:17:37
19,0,873.6825660515324,2020-08-24 01:35:20
55,0,214.96661133441486,2019-03-09 15:36:58
89,3,749.7526227870982,2019-12-12 19:54:42
29,3,917.6090197524414,2020-06-07 06:59:51
25,0,630.3191901235947,2020-01-22 04:17:46
86,0,389.3123985033641,2020-01-27 03:47:59
37,1,62.171086932522975,2019-11-17 11:02:09
25,1,340.42624529137714,2019-12-15 11:04:57
32,3,982.5728462331522,2020-12-12 12:10:52
73,2,674.5926745453493,2020-06-24 12:33:38
34,2,144.75514382267025,2019-10-04 20:21:29
65,2,554.1927975017248,2020-05-05 08:21:53
95,2,475.7294295001888,2019-09-14 15:57:46
86,3,935.7685725786033,2019-02-13 21:03:08
18,0,228.21470536410712,2019-07-07 16:50:07
76,1,455.0779043802009,2020-12-13 17:58:11
28,1,925.7308870889689,2019-11-01 22:33:42
96,4,817.2199643217531,2019-03-01 06:55:44
17,1,555.5822149409936,2020-01-27 21:13:30
7,0,946.9167188684795,2020-02-01 04:00:24
10,4,518.748422410384,2020-09-24 18:46:28
13,4,174.23790757759858,2020-12-25 07:37:47
17,4,92.04729577753952,2020-03-04 01:29:20
97,4,542.7670551820277,2019-10-09 19:23:09
99,1,63.93505688538064,2019-07-01 15:18:01
68,0,592.8554262510468,2019-08-21 02:35:17
76,3,974.8486386285953,2020-10-04 10:53:58
55,2,616.5671572097945,2020-04-07 17:17:45
91,1,82.68826168769735,2020-10-25 09:58:21
36,4,917.4194793125982,2019-03-05 15:30:26
26,0,959.0859346056791,2019-11-04 15:08:25
13,1,364.54001290332343,2020-01-03 18:56:08
35,0,156.77436878793247,2020-03-13 03:30:09
38,2,978.0648232443776,2019-06-27 21:09:05
24,1,925.8114621550626,2019-02-15 02:26:31
62,3,511.6156136630512,2020-11-23 04:15:52
26,0,300.27795679821907,2020-06-10 22:06:30
32,1,288.86301561147656,2020-11-19 23:11:02
89,1,260.3294337941877,2020-06-24 16:31:04
57,0,87.19867689597734,2019-10-15 17:37:47
58,1,851.2651240759004,2020-05-16 22:45:43
21,2,928.12326596986,2019-12-20 10:19:56
15,4,699.7349142043757,2020-12-11 07:39:26
24,2,866.2404994086288,2019-09-06 17:57:39
8,2,292.9743315375551,2020-04-26 05:21:58
38,1,414.8920608369694,2019-06-01 01:08:17
37,4,827.9928621585132,2020-02-17 06:28:35
53,0,331.46152049637556,2020-12-03 03:36:00
82,3,289.5907271331928,2019-06-17 04:20:14
18,3,187.37692436317914,2020-05-22 21:57:29
11,0,776.9083182105696,2019-12-25 23:42:40
8,1,397.39750472461884,2019-12-16 20:17:35
6,1,496.3976502710161,2020-12-26 11:36:55
96,1,890.5902363151004,2019-06-12 10:55:52
2,0,145.92486025580658,2020-09-12 09:23:06
63,4,120.02844054892954,2019-06-06 09:06:54
86,0,532.5796499044401,2019-04-18 19:22:16
74,3,866.9559640530942,2020-03-05 20:24:11
52,0,939.0655811026343,2019-03-17 06:16:47
96,3,906.8429177449991,2020-11-16 22:51:07
71,1,922.6996871592265,2020-10-13 13:32:29
67,0,317.41873962426206,2020-10-01 00:54:45
87,2,23.266084915337693,2020-05-17 12:31:23
24,1,986.9912791348237,2020-05-03 06:17:09
91,0,520.5133763897863,2019-10-16 07:46:22
41,3,250.845114699034,2019-10-27 04:53:55
15,1,279.256958803565,2020-12-04 02:11:01
81,4,415.1059456680598,2019-01-18 16:34:35
62,2,859.1818998964361,2019-08-07 00:57:17
10,3,49.33557592566944,2020-11-15 08:25:51
56,0,140.37760821916837,2020-07-03 21:40:18
27,0,353.46049073151767,2020-12-02 12:31:58
42,2,776.1335433402999,2019-07-28 18:49:13
59,3,645.816651246872,2019-01-22 01:18:37
15,3,378.72846169385264,2020-02-28 13:37:07
45,0,802.8475530377195,2019-04-04 11:19:23
35,0,165.94142598304296,2019-07-17 23:48:18
44,2,335.6114560002178,2020-11-19 22:59:24
59,2,187.79167445455238,2019-06-04 08:58:06
50,2,618.4664726875349,2019-02-09 08:09:29
64,3,166.76904935664888,2019-10-07 08:36:45
23,3,775.1771181199442,2019-02-16 19:47:30
93,1,664.5858433571219,2019-07-23 00:14:26
45,0,280.57135822567034,2020-09-05 19:45:50
73,2,208.0917028907452,2020-07-23 01:49:53
17,0,567.1966886856453,2020-12-16 07:34:29
94,2,978.5806480962767,2020-10-23 08:00:29
76,2,337.5253997986329,2020-12-12 07:04:59
96,0,102.3456274366538,2019-02-11 21:30:26
82,1,961.5528091142183,2019-11-03 00:18:04
55,0,35.54817859246983,2019-01-12 04:19:43
77,1,525.6011663254639,2019-03-05 16:50:47
68,0,396.10346250698444,2020-12-17 19:22:21
54,0,848.9483296080338,2020-06-22 08:24:07
32,4,362.26219670423154,2020-01-24 10:46:36
27,1,29.239305340197994,2020-05-04 04:11:08
31,1,477.27541921978815,2019-08-19 20:56:44
27,4,667.2293845880696,2019-07-19 06:31:02
19,3,46.86431069614126,2020-01-10 00:38:51
62,2,576.6487108150942,2020-05-13 18:37:30
10,0,979.3216965426806,2019-01-13 03:30:27
72,0,449.9828727595761,2019-02-23 21:49:04
8,1,809.4154822529151,2020-07-03 03:31:03
54,1,546.2804461603903,2020-10-22 14:09:38
16,0,626.1384590097158,2020-10-26 18:12:37
70,2,83.79368365783418,2020-08-01 10:44:09
19,1,348.4363429051044,2020-07-15 06:23:39
63,4,263.48125741789033,2020-06-27 16:41:03
26,1,892.3586079252527,2020-04-01 07:57:01
35,2,945.7207587869462,2020-09-18 18:44:54
54,2,867.9166672425426,2020-08-09 02:31:14
88,4,675.4657108939582,2019-11-08 01:44:47
9,0,602.4562181093492,2020-03-13 14:25:25
70,2,399.9289704274868,2020-05-09 10:48:43
92,4,280.3724932963854,2019-12-06 17:54:29
58,1,702.6910547642002,2019-05-24 13:48:05
38,4,960.1576872224788,2019-05-14 18:56:18
24,3,884.5233817738808,2019-11-27 07:20:26
54,3,44.97560155398063,2019-11-20 02:57:44
50,1,144.04381938386703,2020-07-28 22:38:44
36,4,425.9471544950839,2019-03-11 09:20:15
85,2,342.04635393502014,2020-12-14 18:30:32
32,3,781.4428218138812,2019-01-06 17:24:33
20,1,434.63394136293084,2019-06-10 05:07:24
95,1,936.2467389853967,2020-02-11 15:53:10
49,2,361.92918641507094,2019-08-20 21:03:34
12,4,258.49037805887554,2020-10-04 07:38:28
52,0,465.11757562316694,2020-06-14 03:09:24
66,4,508.9395238430013,2019-01-19 13:51:30
91,1,638.2661296924009,2019-06-04 05:38:12
34,1,730.0791309467913,2020-04-03 21:05:10
75,2,970.861950891875,2019-02-04 11:14:50
93,4,385.0725260458154,2020-08-16 08:22:09
82,0,881.6822292963396,2020-07-21 01:18:46
99,0,179.02890477464217,2020-05-20 18:13:43
8,3,501.3983446605366,2019-07-07 03:59:31
46,4,964.3379724391763,2019-11-02 12:52:01
35,1,618.1269638983573,2020-09-02 01:20:16
94,3,361.68429761820545,2020-02-24 22:29:07
44,1,428.07359593250254,2019-06-26 02:18:34
30,2,712.2889292986871,2019-10-01 05:35:32
80,1,135.35100325614331,2019-06-01 16:25:22
47,0,434.6209196450314,2020-09-28 18:53:49
30,0,432.87238418933526,2020-10-12 16:14:41
16,4,8.212202388865688,2020-08-27 11:12:18
44,0,250.0989874379642,2020-04-17 22:19:52
42,1,394.9174816691391,2020-10-09 15:24:57
36,4,963.524014206455,2020-09-12 05:48:58
3,0,470.3921484954103,2019-03-02 12:10:20
49,1,994.2147845784326,2020-05-06 16:17:47
28,2,550.5794260291979,2020-10-21 10:50:04
6,3,97.6753395420612,2020-10-17 00:52:38
77,2,196.91749851530395,2020-05-23 18:06:26
30,1,725.8200526162716,2019-06-14 05:27:25
81,1,722.7159300005479,2020-04-24 06:46:35
74,2,363.25924278700745,2019-12-01 03:53:40
16,1,629.8516112819749,2020-06-03 11:36:00
95,0,665.5152933809487,2019-05-24 17:56:55
40,1,275.6932248896923,2020-08-20 23:21:45
14,4,438.5399367481788,2020-12-01 08:44:10
54,0,130.47222239211206,2019-02-13 21:25:43
54,4,841.3174339554766,2020-09-25 07:24:54
59,4,869.810373026825,2019-07-26 23:06:44
29,1,360.2958520525563,2020-05-02 14:51:02
67,4,487.60741680081776,2020-05-02 14:17:46
